attraction,city,country,hotel,number_of_rooms,budget,website,RelevanceScore
The Louvre Pyramid,Paris,France,Hotel Astor,1,158.23,https://www.agoda.com/en-gb/hotel-astor/hotel/paris-fr.html,1.7733123212555184
The Louvre Pyramid,Paris,France,Premiere Classe Paris Ouest - Pont de Suresnes Hotel,1,53.34,https://www.agoda.com/en-gb/premiere-classe-paris-ouest-pont-de-suresnes-hotel/hotel/paris-fr.html,0.5601102663758553
The Louvre Pyramid,Paris,France,Adagio Paris Montrouge Aparthotel,2,130.6,https://www.agoda.com/en-gb/adagio-paris-montrouge-aparthotel/hotel/paris-fr.html,3.358354291524001
The Louvre Pyramid,Paris,France,Campanile Paris Ouest Nanterre La Defense,1,55.55,https://www.agoda.com/en-gb/campanile-paris-ouest-nanterre-la-defense/hotel/paris-fr.html,2.13319743994132
The Louvre Pyramid,Paris,France,Campanile Paris Est Pantin Hotel,1,118.7,https://www.agoda.com/en-gb/campanile-paris-est-pantin-hotel/hotel/paris-fr.html,2.3809063213282693
The Louvre Pyramid,Paris,France,B&B Hotel Disneyland Paris,1,169.79,https://www.agoda.com/en-gb/b-b-hotel-disneyland-paris/hotel/paris-fr.html,-0.8487278424927234
The Louvre Pyramid,Paris,France,Declic Hotel,1,101.47,https://www.agoda.com/en-gb/declic-hotel/hotel/paris-fr.html,5.384727407036483
The Louvre Pyramid,Paris,France,Le Belmont Champs Elysees,1,253.8,https://www.agoda.com/en-gb/le-belmont-champs-elysees/hotel/paris-fr.html,-3.943683649677431
The Louvre Pyramid,Paris,France,CAMPANILE PARIS - Clichy Centre,1,110.16,https://www.agoda.com/en-gb/campanile-paris-clichy-centre/hotel/paris-fr.html,0.4248052998239768
The Louvre Pyramid,Paris,France,Hotel Scarlett,1,118.55,https://www.agoda.com/en-gb/hotel-scarlett/hotel/paris-fr.html,3.353953098714804
The Louvre Pyramid,Paris,France,Etoile St Honore Champs Elysees Hotel,1,192.13,https://www.agoda.com/en-gb/etoile-st-honore-champs-elysees-hotel/hotel/paris-fr.html,-1.8617381395294883
The Louvre Pyramid,Paris,France,Hotel Du Temps,1,165.76,https://www.agoda.com/en-gb/hotel-du-temps_2/hotel/paris-fr.html,1.2332047809997964
The Louvre Pyramid,Paris,France,Novotel Suites Paris Expo Pte Versailles,1,142.86,https://www.agoda.com/en-gb/novotel-suites-paris-expo-pte-versailles/hotel/paris-fr.html,3.547531320961661
The Louvre Pyramid,Paris,France,Le Petit Chomel,1,181.84,https://www.agoda.com/en-gb/le-petit-chomel_4/hotel/paris-fr.html,1.5962886874594162
The Louvre Pyramid,Paris,France,Best Western Premier Ducs de Bourgogne,1,374.14,https://www.agoda.com/en-gb/best-western-premier-ducs-de-bourgogne/hotel/paris-fr.html,-1.8763245847030028
The Louvre Pyramid,Paris,France,ibis Styles Paris La Defense Courbevoie Hotel,1,164.56,https://www.agoda.com/en-gb/ibis-styles-paris-la-defense-courbevoie-hotel/hotel/paris-fr.html,0.6639735837737322
The Louvre Pyramid,Paris,France,Hotel Savoy,1,100.46,https://www.agoda.com/en-gb/hotel-savoy/hotel/paris-fr.html,1.2450750728999094
The Louvre Pyramid,Paris,France,Hotel Camelia International,1,102.47,https://www.agoda.com/en-gb/hotel-camelia-international/hotel/paris-fr.html,-0.1341459934590505
The Louvre Pyramid,Paris,France,Campanile Paris Ouest - Levallois Perret,1,158.71,https://www.agoda.com/en-gb/campanile-paris-ouest-levallois-perret/hotel/paris-fr.html,-2.907207625467148
The Louvre Pyramid,Paris,France,Hilton Paris Charles De Gaulle Airport,1,132.36,https://www.agoda.com/en-gb/hilton-paris-charles-de-gaulle-airport/hotel/paris-fr.html,4.310184795903714
The Louvre Pyramid,Paris,France,Hotel Daumesnil Vincennes,1,79.83,https://www.agoda.com/hotel-daumesnil-vincennes/hotel/paris-fr.html,4.453131645916199
The Louvre Pyramid,Paris,France,ibis budget Paris Porte de Bercy,3,81.38,https://www.agoda.com/en-gb/ibis-budget-paris-porte-de-bercy_14/hotel/paris-fr.html,1.7899070395671413
The Louvre Pyramid,Paris,France,Hotel les Jardins d'Eiffel,1,185.85,https://www.agoda.com/en-gb/hotel-les-jardins-d-eiffel/hotel/paris-fr.html,0.7341097423342134
The Louvre Pyramid,Paris,France,Timhotel Montmartre,1,112.52,https://www.agoda.com/en-gb/timhotel-montmartre/hotel/paris-fr.html,2.751862871656716
The Louvre Pyramid,Paris,France,Aberotel Montparnasse Hotel,1,107.21,https://www.agoda.com/en-gb/aberotel-montparnasse-hotel/hotel/paris-fr.html,2.0675335098276366
The Louvre Pyramid,Paris,France,Hampton by Hilton Paris Clichy,1,121.18,https://www.agoda.com/en-gb/hampton-by-hilton-paris-clichy/hotel/paris-fr.html,2.998790287736397
The Louvre Pyramid,Paris,France,Hotel Eiffel Capitol,1,194.56,https://www.agoda.com/en-gb/hotel-eiffel-capitol/hotel/paris-fr.html,-0.8695072412107465
The Louvre Pyramid,Paris,France,Hotel Artus Paris by MH,1,203.24,https://www.agoda.com/en-gb/hotel-artus-paris-by-mh/hotel/paris-fr.html,-1.7222253477587004
The Louvre Pyramid,Paris,France,Color Design Hotel,1,150.69,https://www.agoda.com/en-gb/color-design-hotel/hotel/paris-fr.html,-2.970672056792341
The Louvre Pyramid,Paris,France,Hotel Elysees Opera,1,89.72,https://www.agoda.com/en-gb/hotel-elysees-opera/hotel/paris-fr.html,-1.997385181393885
The Louvre Pyramid,Paris,France,Hotel 3 Poussins,1,143.66,https://www.agoda.com/en-gb/hotel-3-poussins/hotel/paris-fr.html,4.269773613637831
The Louvre Pyramid,Paris,France,Hotel de l'Exposition Republique,1,199.92,https://www.agoda.com/en-gb/hotel-de-l-exposition-republique/hotel/paris-fr.html,3.394079210561584
The Louvre Pyramid,Paris,France,Hotel Massena,1,121.16,https://www.agoda.com/en-gb/hotel-massena/hotel/paris-fr.html,1.294728688123139
The Louvre Pyramid,Paris,France,Coypel Hotel,1,134.62,https://www.agoda.com/en-gb/coypel-hotel/hotel/paris-fr.html,2.96066421887296
The Louvre Pyramid,Paris,France,Le Theatre,1,95.44,https://www.agoda.com/en-gb/le-theatre/hotel/paris-fr.html,3.0434414996555894
The Louvre Pyramid,Paris,France,Paris Rooms & Dreams Hotel,1,65.42,https://www.agoda.com/en-gb/paris-rooms-dreams-hotel/hotel/paris-fr.html,-0.5388971293206924
The Louvre Pyramid,Paris,France,Ibis Styles Paris Voltaire Republique Hotel,1,141.71,https://www.agoda.com/en-gb/ibis-styles-paris-voltaire-republique-hotel/hotel/paris-fr.html,2.946239969477552
The Louvre Pyramid,Paris,France,Comfort Hotel Davout Nation Paris 20,1,75.01,https://www.agoda.com/en-gb/comfort-hotel-davout-nation-paris-20/hotel/paris-fr.html,0.48347043986229
The Louvre Pyramid,Paris,France,Hotel Marais Bastille,1,108.12,https://www.agoda.com/en-gb/hotel-marais-bastille/hotel/paris-fr.html,2.220578632115497
The Louvre Pyramid,Paris,France,Hotel du Palais Bourbon,1,221.02,https://www.agoda.com/en-gb/hotel-du-palais-bourbon/hotel/paris-fr.html,0.7260736959066217
The Louvre Pyramid,Paris,France,HOTEL BEAUGRENELLE SAINT CHARLES TOUR EIFFEL,1,76.36,https://www.agoda.com/en-gb/hotel-beaugrenelle-saint-charles-tour-eiffel/hotel/paris-fr.html,4.799929276411261
The Louvre Pyramid,Paris,France,Timhotel Tour Eiffel,1,104.48,https://www.agoda.com/en-gb/timhotel-tour-eiffel/hotel/paris-fr.html,4.031414531947814
The Louvre Pyramid,Paris,France,Hotel Garance,1,120.55,https://www.agoda.com/en-gb/hotel-garance/hotel/paris-fr.html,3.334306870226516
The Louvre Pyramid,Paris,France,Hotel Alize Grenelle Tour Eiffel,1,88.41,https://www.agoda.com/en-gb/hotel-alize-grenelle-tour-eiffel_9/hotel/paris-fr.html,4.720800934744807
The Louvre Pyramid,Paris,France,Hotel Mathis,1,181.84,https://www.agoda.com/en-gb/hotel-mathis/hotel/paris-fr.html,5.98724785414798
The Louvre Pyramid,Paris,France,Hotel Des Saints Peres,1,291.34,https://www.agoda.com/en-gb/hotel-des-saints-peres/hotel/paris-fr.html,1.8365083394041235
The Louvre Pyramid,Paris,France,Arc Elysees Hotel,1,120.16,https://www.agoda.com/en-gb/arc-elysees-hotel/hotel/paris-fr.html,3.490385188940406
The Louvre Pyramid,Paris,France,Hotel Bac Saint-Germain,1,205.24,https://www.agoda.com/en-au/hotel-bac-saint-germain/hotel/paris-fr.html,-1.1511074960938528
The Louvre Pyramid,Paris,France,Hotel Bonne Nouvelle,1,135.63,https://www.agoda.com/en-gb/hotel-bonne-nouvelle/hotel/paris-fr.html,1.443641943298983
The Louvre Pyramid,Paris,France,Hotel La Manufacture,1,186.49,https://www.agoda.com/en-gb/hotel-la-manufacture/hotel/paris-fr.html,-1.3209027874145811
The Louvre Pyramid,Paris,France,Hotel Courcelles Mederic,1,125.68,https://www.agoda.com/en-gb/hotel-courcelles-mederic/hotel/paris-fr.html,2.066727718814049
The Louvre Pyramid,Paris,France,Secret De Paris Design Boutique Hotel,1,236.81,https://www.agoda.com/en-gb/secret-de-paris-design-boutique-hotel/hotel/paris-fr.html,7.003564913811774
The Louvre Pyramid,Paris,France,Hotel Splendor,1,112.95,https://www.agoda.com/en-gb/hotel-splendor/hotel/paris-fr.html,-1.4907083503209435
The Louvre Pyramid,Paris,France,Hotel Comete Paris,1,60.1,http://www.booking.com/hotel/fr/charma.en-gb.html,-1.804804414346804
The Louvre Pyramid,Paris,France,Raspail Montparnasse,1,116.4,https://www.agoda.com/en-gb/raspail-montparnasse/hotel/paris-fr.html,-3.3452197181968746
The Louvre Pyramid,Paris,France,Hotel Cordelia,1,147.0,https://www.agoda.com/en-gb/hotel-cordelia/hotel/paris-fr.html,-1.46125218198136
The Louvre Pyramid,Paris,France,Hotel Du Vieux Marais,1,128.59,https://www.agoda.com/en-gb/hotel-du-vieux-marais/hotel/paris-fr.html,0.6614332301210566
The Louvre Pyramid,Paris,France,Hotel Basss,1,113.13,https://www.agoda.com/en-gb/hotel-basss/hotel/paris-fr.html,1.6049470230724974
The Matterhorn,Zermatt,Switzerland,Chesa Valese,1,48.69,http://www.booking.com/hotel/ch/chesa-valese.en-gb.html,-2.0055596864440224
The Matterhorn,Zermatt,Switzerland,Suites by Mirabeau,1,175.21,https://www.agoda.com/en-gb/suites-by-mirabeau/hotel/zermatt-ch.html,1.876861974162768
The Matterhorn,Zermatt,Switzerland,Antares,2,104.49,http://www.booking.com/hotel/ch/antares.en-gb.html,-1.3474833474014192
The Palace of Versailles,Versailles,France,Hotel d'Angleterre,1,135.63,https://www.agoda.com/en-gb/hotel-d-angleterre/hotel/versailles-fr.html,2.588942368299524
The Palace of Versailles,Versailles,France,Hotel Le Louis Versailles Chateau - MGallery,2,146.98,https://www.agoda.com/en-gb/hotel-le-louis-versailles-chateau-mgallery/hotel/versailles-fr.html,3.522759161606815
The Palace of Versailles,Versailles,France,Hotel des Roys Versailles,1,115.54,https://www.agoda.com/en-gb/hotel-des-roys-versailles/hotel/versailles-fr.html,-0.4881207216515464
The Palatine Hill,Rome,Italy,The Talent Hotel,1,107.59,https://www.agoda.com/en-gb/the-talent-hotel/hotel/rome-it.html,-0.3104913694421837
The Palatine Hill,Rome,Italy,Hotel Metropolis,1,90.42,https://www.agoda.com/en-gb/hotel-metropolis/hotel/rome-it.html,0.920033638136321
The Palatine Hill,Rome,Italy,Hotel Giardino Europa,1,52.16,https://www.agoda.com/en-gb/hotel-giardino-europa/hotel/rome-it.html,-0.1290228021918417
The Palatine Hill,Rome,Italy,Hotel Relais Fontana di Trevi,1,207.97,https://www.agoda.com/en-gb/hotel-relais-fontana-di-trevi/hotel/rome-it.html,-2.8960531317854463
The Palatine Hill,Rome,Italy,Hotel Ripa Roma,1,85.92,https://www.agoda.com/en-gb/hotel-ripa-roma/hotel/rome-it.html,1.9831675550979864
The Palatine Hill,Rome,Italy,Hotel dei Barbieri,1,105.48,https://www.agoda.com/en-gb/hotel-dei-barbieri/hotel/rome-it.html,1.8223259771960767
The Palatine Hill,Rome,Italy,Hotel Daniela,2,175.72,http://www.booking.com/hotel/it/hoteldanielarome.en-gb.html,3.9805816520870314
The Palatine Hill,Rome,Italy,Cambridge Hotel,1,277.93,http://www.booking.com/hotel/it/cambridgerome.en-gb.html,2.4668266559293617
The Palatine Hill,Rome,Italy,Hotel Relais Dei Papi,1,45.29,https://www.agoda.com/en-gb/hotel-relais-dei-papi/hotel/rome-it.html,1.3188778152365055
The Palatine Hill,Rome,Italy,Hotel Emmaus,1,99.59,http://www.booking.com/hotel/it/emmaus.en-gb.html,-0.768516277926978
The Palatine Hill,Rome,Italy,Hotel Pace Helvezia,1,62.93,https://www.agoda.com/en-gb/hotel-pace-helvezia/hotel/rome-it.html,0.2604156405810293
The Palatine Hill,Rome,Italy,Hearth Hotel,1,55.25,https://www.agoda.com/en-gb/hearth-hotel/hotel/rome-it.html,0.3523127644830353
The Palatine Hill,Rome,Italy,Hotel 325 Tor Vergata,1,54.25,https://www.agoda.com/en-gb/hotel-325-tor-vergata/hotel/rome-it.html,-1.7854443711232648
The Palatine Hill,Rome,Italy,Hotel Appia 442,1,70.33,https://www.agoda.com/en-gb/hotel-appia-442/hotel/rome-it.html,0.2502409156427254
The Palatine Hill,Rome,Italy,Hotel Ferrari,1,35.26,https://www.agoda.com/en-gb/hotel-ferrari/hotel/rome-it.html,1.7163527412209518
The Palatine Hill,Rome,Italy,Hotel Il Cantico,1,52.49,https://www.agoda.com/en-gb/hotel-il-cantico/hotel/rome-it.html,6.349413630686462
The Palatine Hill,Rome,Italy,Stendhal Luxury Suites,1,207.96,https://www.agoda.com/en-gb/stendhal-luxury-suites/hotel/rome-it.html,-4.552921091510479
The Palatine Hill,Rome,Italy,Black Hotel,1,65.24,http://www.booking.com/hotel/it/blackroma.en-gb.html,-3.094695089606716
The Palatine Hill,Rome,Italy,Hotel Athena,1,31.66,https://www.agoda.com/en-gb/hotel-athena/hotel/rome-it.html,1.5222533143324328
The Palatine Hill,Rome,Italy,Hotel Bergamo,1,81.59,http://www.booking.com/hotel/it/bergamo-roma.en-gb.html,-1.5389810555912633
The Palatine Hill,Rome,Italy,Crossroad Hotel,1,53.04,https://www.agoda.com/en-gb/crossroad-hotel/hotel/rome-it.html,1.9904536537931987
The Palatine Hill,Rome,Italy,Boutique Hotel Campo de' Fiori,1,54.87,http://www.booking.com/hotel/it/campo-de-fiori.en-gb.html,-3.298888514361523
The Palatine Hill,Rome,Italy,Hotel Madrid,1,116.6,http://www.booking.com/hotel/it/madrid.en-gb.html,3.717755483558572
The Palatine Hill,Rome,Italy,Hotel Cicerone,1,86.4,https://www.agoda.com/en-gb/hotel-cicerone/hotel/rome-it.html,0.6036191722252258
The Palatine Hill,Rome,Italy,Hotel Joli,1,116.53,https://www.agoda.com/en-gb/hotel-joli/hotel/rome-it.html,1.635167266051765
The Palatine Hill,Rome,Italy,Hotel Palace Nardo,2,110.87,http://www.booking.com/hotel/it/palace-nardo.en-gb.html,0.5629887397620956
The Palatine Hill,Rome,Italy,Hotel Duca d'Alba - Chateaux et Hotels Collection,1,96.12,https://www.agoda.com/en-gb/hotel-duca-d-alba-chateaux-et-hotels-collection/hotel/rome-it.html,1.424791308740374
The Palatine Hill,Rome,Italy,Hotel Santa Maura,1,70.33,https://www.agoda.com/en-gb/hotel-santa-maura/hotel/rome-it.html,-2.3674024810671046
The Palatine Hill,Rome,Italy,Hotel Darival Nomentana,2,138.63,http://www.booking.com/hotel/it/darival.en-gb.html,1.0861186315656948
The Palatine Hill,Rome,Italy,Hotel Lunetta,1,26.18,http://www.booking.com/hotel/it/lunetta.en-gb.html,-2.553674085553411
The Palatine Hill,Rome,Italy,Hotel Independent,1,318.62,https://www.agoda.com/en-gb/hotel-independent/hotel/rome-it.html,-1.2594343069768703
The Palatine Hill,Rome,Italy,Hotel Select,1,60.28,https://www.agoda.com/en-gb/hotel-select/hotel/rome-it.html,-0.128790261035508
The Palatine Hill,Rome,Italy,Hampton Inn Rome East,1,64.04,https://www.agoda.com/en-gb/hampton-inn-rome-east_2/hotel/rome-it.html,0.0594360622238408
The Palatine Hill,Rome,Italy,ARS Hotel,1,53.05,https://www.agoda.com/en-gb/ars-hotel/hotel/rome-it.html,-6.066784579693971
The Palatine Hill,Rome,Italy,Dei Borgognoni Hotel,1,155.0,https://www.agoda.com/en-gb/dei-borgognoni-hotel/hotel/rome-it.html,2.2631397369657207
The Palatine Hill,Rome,Italy,Parker Hotel,1,40.02,https://www.agoda.com/en-gb/parker-hotel/hotel/rome-it.html,2.571472130430808
The Palatine Hill,Rome,Italy,Hotel De' Ricci,1,322.49,https://www.agoda.com/en-gb/hotel-de-ricci_2/hotel/rome-it.html,4.125651469519883
The Palatine Hill,Rome,Italy,Hotel Anahi,1,176.53,https://www.agoda.com/en-gb/hotel-anahi_3/hotel/rome-it.html,-1.167599524688922
The Palatine Hill,Rome,Italy,Isa Design Hotel,1,135.63,https://www.agoda.com/en-gb/isa-design-hotel/hotel/rome-it.html,0.137587966641278
The Palatine Hill,Rome,Italy,Seiler Hotel,1,68.31,https://www.agoda.com/en-gb/seiler-hotel/hotel/rome-it.html,3.193251749585524
The Palatine Hill,Rome,Italy,FH Grand Hotel Palatino,1,128.91,https://www.agoda.com/en-gb/fh-grand-hotel-palatino/hotel/rome-it.html,-3.164679735905265
The Palatine Hill,Rome,Italy,Bettoja Massimo D'Azeglio Hotel,1,85.45,https://www.agoda.com/en-gb/bettoja-massimo-d-azeglio-hotel/hotel/rome-it.html,-3.858375438036024
The Palatine Hill,Rome,Italy,Espana Hotel,1,41.06,https://www.agoda.com/en-gb/espana-hotel/hotel/rome-it.html,2.887161096059389
The Palatine Hill,Rome,Italy,Horti 14 Borgo Trastevere,1,247.05,https://www.agoda.com/en-gb/horti-14-borgo-trastevere/hotel/rome-it.html,3.485582154560209
The Palatine Hill,Rome,Italy,Hotel Piazza Venezia,1,230.91,https://www.agoda.com/en-gb/hotel-piazza-venezia/hotel/rome-it.html,-1.629113718529095
The Palatine Hill,Rome,Italy,Torino Hotel,1,56.46,https://www.agoda.com/en-gb/torino-hotel/hotel/rome-it.html,-0.7976093605226608
The Palatine Hill,Rome,Italy,Siviglia Hotel,1,45.96,https://www.agoda.com/en-gb/siviglia-hotel/hotel/rome-it.html,1.45205675085149
The Palatine Hill,Rome,Italy,Fly Deco Hotel,1,99.46,https://www.agoda.com/en-gb/fly-deco-hotel/hotel/rome-it.html,-0.0049795078392342
The Palatine Hill,Rome,Italy,Quality Hotel Rouge et Noir,1,35.24,https://www.agoda.com/en-gb/quality-hotel-rouge-et-noir_3/hotel/rome-it.html,-1.7376741997669405
The Palatine Hill,Rome,Italy,American Palace EUR,1,80.37,https://www.agoda.com/en-gb/american-palace-eur/hotel/rome-it.html,-1.5095262063673454
The Palatine Hill,Rome,Italy,Eliseo Hotel,1,100.46,https://www.agoda.com/en-gb/eliseo-hotel/hotel/rome-it.html,0.5773697222320556
The Palatine Hill,Rome,Italy,The Building Hotel,1,103.03,https://www.agoda.com/en-gb/the-building-hotel/hotel/rome-it.html,4.551600201155866
The Palatine Hill,Rome,Italy,Mascagni Luxury Dependance,1,115.96,https://www.agoda.com/en-gb/mascagni-luxury-dependance_7/hotel/rome-it.html,2.200109237117572
The Palatine Hill,Rome,Italy,Eco Hotel Roma,1,44.2,https://www.agoda.com/en-gb/eco-hotel-roma/hotel/rome-it.html,-1.9801100294816565
The Palatine Hill,Rome,Italy,Hotel Romantica,1,54.25,https://www.agoda.com/en-gb/hotel-romantica/hotel/rome-it.html,-0.7885656997418539
The Palatine Hill,Rome,Italy,Hotel San Francesco,1,71.33,https://www.agoda.com/en-gb/hotel-san-francesco/hotel/rome-it.html,-0.8000296161408618
The Palatine Hill,Rome,Italy,Hotel Regent,1,69.22,https://www.agoda.com/en-gb/hotel-regent/hotel/rome-it.html,2.754210246494784
The Palatine Hill,Rome,Italy,Del Corso Hotel,1,131.87,https://www.agoda.com/en-gb/del-corso-hotel/hotel/rome-it.html,-4.119255825700748
The Palatine Hill,Rome,Italy,Priscilla Hotel,1,37.78,https://www.agoda.com/en-gb/priscilla-hotel/hotel/rome-it.html,-4.46198851628776
The Palatine Hill,Rome,Italy,Gioberti Hotel,1,178.63,https://www.agoda.com/en-gb/gioberti-hotel/hotel/rome-it.html,-4.087141054130784
The Palatine Hill,Rome,Italy,Hotel XX Settembre,1,58.82,https://www.agoda.com/en-gb/hotel-xx-settembre/hotel/rome-it.html,-2.4243543189368784
The Palatine Hill,Rome,Italy,Albergo Bixio,1,60.28,https://www.agoda.com/en-gb/albergo-bixio/hotel/rome-it.html,0.9008683915141212
The Palatine Hill,Rome,Italy,Hotel del Mare,1,54.25,https://www.agoda.com/en-gb/hotel-del-mare/hotel/rome-it.html,-0.1731053152273724
The Palatine Hill,Rome,Italy,Hotel Silva,1,36.62,https://www.agoda.com/en-gb/hotel-silva/hotel/rome-it.html,1.7042665816912432
The Palatine Hill,Rome,Italy,Hotel Apogia Lloyd Rome,1,53.24,https://www.agoda.com/en-gb/hotel-apogia-lloyd-rome/hotel/rome-it.html,4.919842711754289
The Palatine Hill,Rome,Italy,9Hotel Cesari,1,177.62,https://www.agoda.com/en-gb/9hotel-cesari/hotel/rome-it.html,2.7930774557094544
The Palatine Hill,Rome,Italy,Excel Montemario Hotel,1,45.66,https://www.agoda.com/en-gb/excel-montemario-hotel/hotel/rome-it.html,1.437405647919362
The Palatine Hill,Rome,Italy,Hotel Degli Artisti,1,139.24,https://www.agoda.com/en-gb/hotel-degli-artisti/hotel/rome-it.html,0.1465472728394996
The Palatine Hill,Rome,Italy,Best Western Hotel Rome Airport,1,108.5,https://www.agoda.com/en-gb/best-western-hotel-rome-airport/hotel/rome-it.html,-1.4909962749926455
The Palatine Hill,Rome,Italy,B&B Hotel Roma Pietralata,1,38.68,https://www.agoda.com/en-gb/b-b-hotel-roma-pietralata/hotel/rome-it.html,-1.2406074921730337
The Palatine Hill,Rome,Italy,Farnesina Hotel,1,99.46,https://www.agoda.com/en-gb/farnesina-hotel/hotel/rome-it.html,-0.2466979885438972
The Palatine Hill,Rome,Italy,Turner Hotel,1,39.98,https://www.agoda.com/en-gb/turner-hotel/hotel/rome-it.html,-6.394815070790314
The Palatine Hill,Rome,Italy,Mercure Roma Piazza Bologna Hotel,2,70.32,https://www.agoda.com/en-gb/mercure-roma-piazza-bologna-hotel/hotel/rome-it.html,4.085573388976699
The Palatine Hill,Rome,Italy,One Park Hotel,2,60.28,https://www.agoda.com/en-gb/one-park-hotel_3/hotel/rome-it.html,-0.6404320049282244
The Palatine Hill,Rome,Italy,Hotel Caravaggio,1,43.2,https://www.agoda.com/en-gb/hotel-caravaggio/hotel/rome-it.html,0.8572813119625657
The Palatine Hill,Rome,Italy,Hotel Fontanella Borghese,1,79.37,https://www.agoda.com/en-gb/hotel-fontanella-borghese/hotel/rome-it.html,1.1758540918507574
The Palatine Hill,Rome,Italy,Tree Charme Parliament Boutique Hotel,1,250.04,https://www.agoda.com/en-gb/tree-charme-parliament-boutique-hotel/hotel/rome-it.html,3.212442328588625
The Palatine Hill,Rome,Italy,Aldrovandi Residence City Suites,1,81.38,https://www.agoda.com/en-gb/aldrovandi-residence-city-suites/hotel/rome-it.html,0.7000996673102032
The Palatine Hill,Rome,Italy,Hotel La Riva,1,65.3,https://www.agoda.com/en-gb/hotel-la-riva/hotel/rome-it.html,0.1648828066181893
The Pantheon,Rome,Italy,The Talent Hotel,1,107.59,https://www.agoda.com/en-gb/the-talent-hotel/hotel/rome-it.html,-0.3104913694421837
The Pantheon,Rome,Italy,Hotel Metropolis,1,90.42,https://www.agoda.com/en-gb/hotel-metropolis/hotel/rome-it.html,0.920033638136321
The Pantheon,Rome,Italy,Hotel Giardino Europa,1,52.16,https://www.agoda.com/en-gb/hotel-giardino-europa/hotel/rome-it.html,-0.1290228021918417
The Pantheon,Rome,Italy,Hotel Relais Fontana di Trevi,1,207.97,https://www.agoda.com/en-gb/hotel-relais-fontana-di-trevi/hotel/rome-it.html,-2.8960531317854463
The Pantheon,Rome,Italy,Hotel Ripa Roma,1,85.92,https://www.agoda.com/en-gb/hotel-ripa-roma/hotel/rome-it.html,1.9831675550979864
The Pantheon,Rome,Italy,Hotel dei Barbieri,1,105.48,https://www.agoda.com/en-gb/hotel-dei-barbieri/hotel/rome-it.html,1.8223259771960767
The Pantheon,Rome,Italy,Hotel Daniela,2,175.72,http://www.booking.com/hotel/it/hoteldanielarome.en-gb.html,3.9805816520870314
The Pantheon,Rome,Italy,Cambridge Hotel,1,277.93,http://www.booking.com/hotel/it/cambridgerome.en-gb.html,2.4668266559293617
The Pantheon,Rome,Italy,Hotel Relais Dei Papi,1,45.29,https://www.agoda.com/en-gb/hotel-relais-dei-papi/hotel/rome-it.html,1.3188778152365055
The Pantheon,Rome,Italy,Hotel Emmaus,1,99.59,http://www.booking.com/hotel/it/emmaus.en-gb.html,-0.768516277926978
The Pantheon,Rome,Italy,Hotel Pace Helvezia,1,62.93,https://www.agoda.com/en-gb/hotel-pace-helvezia/hotel/rome-it.html,0.2604156405810293
The Pantheon,Rome,Italy,Hearth Hotel,1,55.25,https://www.agoda.com/en-gb/hearth-hotel/hotel/rome-it.html,0.3523127644830353
The Pantheon,Rome,Italy,Hotel 325 Tor Vergata,1,54.25,https://www.agoda.com/en-gb/hotel-325-tor-vergata/hotel/rome-it.html,-1.7854443711232648
The Pantheon,Rome,Italy,Hotel Appia 442,1,70.33,https://www.agoda.com/en-gb/hotel-appia-442/hotel/rome-it.html,0.2502409156427254
The Pantheon,Rome,Italy,Hotel Ferrari,1,35.26,https://www.agoda.com/en-gb/hotel-ferrari/hotel/rome-it.html,1.7163527412209518
The Pantheon,Rome,Italy,Hotel Il Cantico,1,52.49,https://www.agoda.com/en-gb/hotel-il-cantico/hotel/rome-it.html,6.349413630686462
The Pantheon,Rome,Italy,Stendhal Luxury Suites,1,207.96,https://www.agoda.com/en-gb/stendhal-luxury-suites/hotel/rome-it.html,-4.552921091510479
The Pantheon,Rome,Italy,Black Hotel,1,65.24,http://www.booking.com/hotel/it/blackroma.en-gb.html,-3.094695089606716
The Pantheon,Rome,Italy,Hotel Athena,1,31.66,https://www.agoda.com/en-gb/hotel-athena/hotel/rome-it.html,1.5222533143324328
The Pantheon,Rome,Italy,Hotel Bergamo,1,81.59,http://www.booking.com/hotel/it/bergamo-roma.en-gb.html,-1.5389810555912633
The Pantheon,Rome,Italy,Crossroad Hotel,1,53.04,https://www.agoda.com/en-gb/crossroad-hotel/hotel/rome-it.html,1.9904536537931987
The Pantheon,Rome,Italy,Boutique Hotel Campo de' Fiori,1,54.87,http://www.booking.com/hotel/it/campo-de-fiori.en-gb.html,-3.298888514361523
The Pantheon,Rome,Italy,Hotel Madrid,1,116.6,http://www.booking.com/hotel/it/madrid.en-gb.html,3.717755483558572
The Pantheon,Rome,Italy,Hotel Cicerone,1,86.4,https://www.agoda.com/en-gb/hotel-cicerone/hotel/rome-it.html,0.6036191722252258
The Pantheon,Rome,Italy,Hotel Joli,1,116.53,https://www.agoda.com/en-gb/hotel-joli/hotel/rome-it.html,1.635167266051765
The Pantheon,Rome,Italy,Hotel Palace Nardo,2,110.87,http://www.booking.com/hotel/it/palace-nardo.en-gb.html,0.5629887397620956
The Pantheon,Rome,Italy,Hotel Duca d'Alba - Chateaux et Hotels Collection,1,96.12,https://www.agoda.com/en-gb/hotel-duca-d-alba-chateaux-et-hotels-collection/hotel/rome-it.html,1.424791308740374
The Pantheon,Rome,Italy,Hotel Santa Maura,1,70.33,https://www.agoda.com/en-gb/hotel-santa-maura/hotel/rome-it.html,-2.3674024810671046
