attraction,city,country,hotel,number_of_rooms,budget,website,RelevanceScore
Acropolis of Athens,Athens,Greece,Novus City Hotel,1,101.57,https://www.agoda.com/en-gb/novus-city-hotel/hotel/athens-gr.html,-3.368969324284739
Acropolis of Athens,Athens,Greece,Lion Hotel Apartments,1,82.76,https://www.agoda.com/en-gb/lion-hotel-apartments/hotel/athens-gr.html,-0.7014086839846565
Acropolis of Athens,Athens,Greece,Ariston Hotel,1,43.82,https://www.agoda.com/ariston-hotel/hotel/athens-gr.html,0.0665993147206229
Acropolis of Athens,Athens,Greece,Kubic Athens Smart Hotel,1,124.12,https://www.agoda.com/en-gb/kubic-athens-smart-hotel_4/hotel/athens-gr.html,-4.5948893104967645
Acropolis of Athens,Athens,Greece,The Alex,2,101.65,https://www.agoda.com/en-gb/the-alex/hotel/athens-gr.html,2.7736922147247545
Acropolis of Athens,Athens,Greece,Stalis Hotel,2,48.68,https://www.agoda.com/en-gb/stalis-hotel/hotel/athens-gr.html,0.301446751813993
Acropolis of Athens,Athens,Greece,The Cosy Squab,1,99.85,https://www.agoda.com/en-gb/the-cosy-squab/hotel/athens-gr.html,0.9661357162130224
Acropolis of Athens,Athens,Greece,Hotel Victory,1,38.49,https://www.agoda.com/en-gb/hotel-victory/hotel/athens-gr.html,-3.305845549593992
Acropolis of Athens,Athens,Greece,Athenaeum Smart Hotel,2,67.48,https://www.agoda.com/en-gb/athenaeum-smart-hotel_3/hotel/athens-gr.html,1.3443192025747206
Acropolis of Athens,Athens,Greece,Olympic Hotel,2,43.32,https://www.agoda.com/en-gb/olympic-hotel/hotel/athens-gr.html,-0.7915498234247461
Acropolis of Athens,Athens,Greece,Hotel Chris,2,51.61,https://www.agoda.com/en-gb/hotel-chris/hotel/athens-gr.html,1.8852533613298048
Acropolis of Athens,Athens,Greece,Athens Starlight Hotel,1,77.11,https://www.agoda.com/en-gb/athens-starlight-hotel/hotel/athens-gr.html,1.8790558343103647
Acropolis of Athens,Athens,Greece,Hotel London,1,38.94,https://www.agoda.com/en-gb/hotel-london/hotel/athens-gr.html,-0.0260299189347476
Acropolis of Athens,Athens,Greece,Athenaeum Eridanus Luxury Hotel,2,66.6,https://www.agoda.com/en-gb/athenaeum-eridanus-luxury-hotel/hotel/athens-gr.html,-0.3684098391496595
Acropolis of Athens,Athens,Greece,Piraeus Port Hotel,1,38.94,https://www.agoda.com/en-gb/piraeus-port-hotel/hotel/athens-gr.html,2.32138716452578
Acropolis of Athens,Athens,Greece,Best Western Acropolis Ami Boutique Hotel,1,67.19,https://www.agoda.com/en-gb/best-western-acropolis-ami-boutique-hotel/hotel/athens-gr.html,-0.9658566384777494
Acropolis of Athens,Athens,Greece,Econo Lodge,2,38.25,https://www.agoda.com/en-gb/econo-lodge/hotel/athens-gr.html,1.9709366162151116
Acropolis of Athens,Athens,Greece,Hapimag Resort Athens,1,211.14,https://www.agoda.com/en-gb/hapimag-resort-athens/hotel/athens-gr.html,5.3640808592110965
Acropolis of Athens,Athens,Greece,Hotel Cybele Pefki,1,63.36,http://www.booking.com/hotel/gr/cybele-pefki.en-gb.html,1.753673278855533
Acropolis of Athens,Athens,Greece,Queens Leriotis Hotel,2,38.94,https://www.agoda.com/en-gb/queens-leriotis-hotel/hotel/athens-gr.html,-2.1903192869049923
Acropolis of Athens,Athens,Greece,Arion Athens Hotel,1,56.07,https://www.agoda.com/en-gb/arion-athens-hotel/hotel/athens-gr.html,0.0730977058119189
Acropolis of Athens,Athens,Greece,Golden Age of Athens,2,101.26,https://www.agoda.com/en-gb/golden-age-of-athens/hotel/athens-gr.html,2.7263515431925835
Acropolis of Athens,Athens,Greece,Domotel Kastri,1,95.42,https://www.agoda.com/en-gb/domotel-kastri/hotel/athens-gr.html,2.207773450662684
Acropolis of Athens,Athens,Greece,Alter Athens,2,58.43,https://www.agoda.com/en-gb/alter-athens/hotel/athens-gr.html,0.3891771294036439
Acropolis of Athens,Athens,Greece,Blue Sky,1,39.39,https://www.agoda.com/en-gb/blue-sky/hotel/athens-gr.html,1.4560356400393415
Acropolis of Athens,Athens,Greece,Carolina Hotel,3,99.75,https://www.agoda.com/en-gb/carolina-hotel/hotel/athens-gr.html,-0.6282606705786392
Acropolis of Athens,Athens,Greece,Cecil Hotel,1,34.62,https://www.agoda.com/en-gb/cecil-hotel/hotel/athens-gr.html,1.3753806203482637
Acropolis of Athens,Athens,Greece,Hotel Areos,2,80.19,https://www.agoda.com/en-gb/hotel-areos/hotel/athens-gr.html,1.065762288413063
Acropolis of Athens,Athens,Greece,Periscope Hotel,1,169.13,https://www.agoda.com/en-gb/periscope-hotel/hotel/athens-gr.html,-3.030716037598693
Acropolis of Athens,Athens,Greece,PIRAEUS DREAM CITY HOTEL,2,43.82,https://www.agoda.com/en-gb/piraeus-dream-city-hotel/hotel/athens-gr.html,0.2414782696458113
Acropolis of Athens,Athens,Greece,Poseidonio Hotel,1,47.71,https://www.agoda.com/en-gb/poseidonio-hotel/hotel/athens-gr.html,-2.0193068726458154
Acropolis of Athens,Athens,Greece,Marina Alimos Hotel Apartments,2,74.48,https://www.agoda.com/en-gb/marina-alimos-hotel-apartments/hotel/athens-gr.html,2.54742785588977
Acropolis of Athens,Athens,Greece,Hotel Priamos,2,67.38,https://www.agoda.com/en-gb/hotel-priamos/hotel/athens-gr.html,-1.270857638858359
Acropolis of Athens,Athens,Greece,Art Hotel Athens,3,65.72,https://www.agoda.com/en-gb/art-hotel-athens/hotel/athens-gr.html,-1.8210835717260323
Acropolis of Athens,Athens,Greece,Acropolis Plaza Smart Hotel and Spa,1,80.81,https://www.agoda.com/en-gb/acropolis-plaza-smart-hotel-and-spa/hotel/athens-gr.html,-2.94151960204657
Acropolis of Athens,Athens,Greece,The Y Hotel,1,142.67,https://www.agoda.com/en-ca/the-y-hotel/hotel/athens-gr.html,0.1975173169864401
Acropolis of Athens,Athens,Greece,14 Reasons Why,1,72.32,https://www.agoda.com/en-gb/14-reasons-why/hotel/athens-gr.html,0.1920994123745975
Acropolis of Athens,Athens,Greece,Athens One Smart Hotel,1,61.6,https://www.agoda.com/en-gb/athens-one-smart-hotel/hotel/athens-gr.html,-3.140051673301211
Acropolis of Athens,Athens,Greece,Hotel Niki Piraeus,1,33.11,https://www.agoda.com/en-gb/hotel-niki-piraeus/hotel/athens-gr.html,2.562057751473657
Alhambra,Granada,Spain,Marquis Hotels Issabel's,1,69.25,https://www.agoda.com/en-gb/marquis-hotels-issabel-s_13/hotel/granada-es.html,-3.0548139036323643
Alhambra,Granada,Spain,Hotel NS Albolut,2,40.19,https://www.agoda.com/en-gb/hotel-ns-albolut_2/hotel/granada-es.html,-3.212933364005171
Alhambra,Granada,Spain,Urban Dream Granada Hotel,1,71.24,https://www.agoda.com/en-gb/urban-dream-granada-hotel/hotel/granada-es.html,-3.0709343717572186
Alhambra,Granada,Spain,Macia Villa Blanca,2,50.23,https://www.agoda.com/en-gb/macia-villa-blanca/hotel/granada-es.html,-2.429105432888743
Alhambra,Granada,Spain,Los Girasoles I,1,42.19,https://www.agoda.com/en-gb/los-girasoles-i/hotel/granada-es.html,-2.600258405030856
Alhambra,Granada,Spain,Hotel Universal,1,35.84,https://www.agoda.com/en-gb/hotel-universal/hotel/granada-es.html,-2.558213232601882
Alhambra,Granada,Spain,Ana Maria,1,65.1,https://www.agoda.com/en-gb/ana-maria/hotel/granada-es.html,-0.0654631404717666
Alhambra,Granada,Spain,Hotel Los Angeles,1,69.27,https://www.agoda.com/en-gb/hotel-los-angeles/hotel/granada-es.html,-4.854157516811329
Anne Frank House,Amsterdam,Netherlands,Via Suites,1,136.57,https://www.agoda.com/en-gb/via-suites/hotel/amsterdam-nl.html,1.6476095264584911
Anne Frank House,Amsterdam,Netherlands,Hotel Toon,2,111.32,https://www.agoda.com/en-gb/hotel-toon/hotel/amsterdam-nl.html,1.8097407600817088
Anne Frank House,Amsterdam,Netherlands,Hotel Fine Seasons,2,96.32,https://www.agoda.com/en-gb/hotel-fine-seasons/hotel/amsterdam-nl.html,2.175735078108996
Anne Frank House,Amsterdam,Netherlands,Cityview Hotel,2,161.71,https://www.agoda.com/en-gb/cityview-hotel/hotel/amsterdam-nl.html,2.182747125975378
Anne Frank House,Amsterdam,Netherlands,Van der Valk Hotel Schiphol A4-Amsterdam Airport,1,133.72,https://www.agoda.com/en-gb/van-der-valk-hotel-schiphol-a4-amsterdam-airport/hotel/amsterdam-nl.html,-2.675542965577448
Anne Frank House,Amsterdam,Netherlands,Inntel Hotels Amsterdam Zaandam,1,84.02,https://www.agoda.com/en-gb/inntel-hotels-amsterdam-zaandam/hotel/amsterdam-nl.html,-3.852731080082044
Anne Frank House,Amsterdam,Netherlands,Hyatt Regency Amsterdam,2,189.65,https://www.agoda.com/en-gb/hyatt-regency-amsterdam_2/hotel/amsterdam-nl.html,4.403888144947837
Anne Frank House,Amsterdam,Netherlands,Budget Hotel Damrak Inn,1,80.09,https://www.agoda.com/en-gb/budget-hotel-damrak-inn/hotel/amsterdam-nl.html,4.157713457822836
Anne Frank House,Amsterdam,Netherlands,Hotel de Jonker,2,222.04,https://www.agoda.com/en-gb/hotel-de-jonker_2/hotel/amsterdam-nl.html,5.401549661376229
Anne Frank House,Amsterdam,Netherlands,Hotel Breeze Amsterdam,2,96.32,https://www.agoda.com/en-gb/hotel-breeze-amsterdam/hotel/amsterdam-nl.html,-3.1132249135431422
Anne Frank House,Amsterdam,Netherlands,Courtyard Amsterdam Arena Atlas,2,171.49,https://www.agoda.com/en-gb/courtyard-amsterdam-arena-atlas_8/hotel/amsterdam-nl.html,-0.8232272799997286
Anne Frank House,Amsterdam,Netherlands,Hotel Sint Nicolaas,1,231.64,https://www.agoda.com/en-gb/hotel-sint-nicolaas/hotel/amsterdam-nl.html,3.417206511325133
Anne Frank House,Amsterdam,Netherlands,Holiday Inn Express Amsterdam - South,2,103.41,https://www.agoda.com/en-gb/holiday-inn-express-amsterdam-south/hotel/amsterdam-nl.html,3.891768742210357
Anne Frank House,Amsterdam,Netherlands,Best Western Plus Amsterdam Airport,1,84.3,https://www.agoda.com/en-gb/best-western-plus-amsterdam-airport/hotel/amsterdam-nl.html,-2.3222085565639827
Anne Frank House,Amsterdam,Netherlands,Steigenberger Airport Hotel Amsterdam,2,137.88,https://www.agoda.com/en-gb/steigenberger-airport-hotel-amsterdam/hotel/amsterdam-nl.html,3.592142462521746
Anne Frank House,Amsterdam,Netherlands,Sheraton Amsterdam Airport Hotel and Conference Center,2,172.35,https://www.agoda.com/en-gb/sheraton-amsterdam-airport-hotel-and-conference-center/hotel/amsterdam-nl.html,4.163320265032618
Anne Frank House,Amsterdam,Netherlands,Bastion Hotel Schiphol Hoofddorp,2,54.75,https://www.agoda.com/en-gb/bastion-hotel-schiphol-hoofddorp/hotel/amsterdam-nl.html,0.9332872952914404
Anne Frank House,Amsterdam,Netherlands,Crowne Plaza Amsterdam Schiphol,1,94.29,https://www.agoda.com/en-gb/crowne-plaza-amsterdam-schiphol/hotel/amsterdam-nl.html,4.643956968448586
Anne Frank House,Amsterdam,Netherlands,Best Western Amsterdam,1,42.87,https://www.agoda.com/en-gb/best-western-amsterdam/hotel/amsterdam-nl.html,3.671411640526116
Anne Frank House,Amsterdam,Netherlands,Ibis Styles Amsterdam CS Hotel,1,107.47,https://www.agoda.com/en-gb/ibis-styles-amsterdam-cs-hotel/hotel/amsterdam-nl.html,0.7697431062061998
Anne Frank House,Amsterdam,Netherlands,Bastion Amsterdam Centrum Noord Hotel,2,112.53,https://www.agoda.com/en-gb/bastion-amsterdam-centrum-noord-hotel/hotel/amsterdam-nl.html,1.843930676878151
Anne Frank House,Amsterdam,Netherlands,Holiday Inn Amsterdam - Arena Towers,2,108.48,https://www.agoda.com/en-gb/holiday-inn-amsterdam-arena-towers/hotel/amsterdam-nl.html,-0.4998268852511525
Anne Frank House,Amsterdam,Netherlands,Hotel Max,1,266.75,http://www.booking.com/hotel/nl/hotelmaxadam.en-gb.html,1.8873284662088752
Anne Frank House,Amsterdam,Netherlands,Belfort Hotel,1,80.24,http://www.booking.com/hotel/nl/belfort-amsterdam1.en-gb.html,2.427328038142901
Anne Frank House,Amsterdam,Netherlands,Max Brown Hotel Canal District,1,134.02,https://www.agoda.com/en-gb/max-brown-hotel-canal-district/hotel/amsterdam-nl.html,-4.207222421424303
Anne Frank House,Amsterdam,Netherlands,Lloyd Hotel,2,65.7,https://www.agoda.com/en-gb/lloyd-hotel/hotel/amsterdam-nl.html,1.042705564116983
Anne Frank House,Amsterdam,Netherlands,NH Collection Amsterdam Flower Market,2,157.96,https://www.agoda.com/en-gb/nh-collection-amsterdam-flower-market/hotel/amsterdam-nl.html,5.056122607176141
Anne Frank House,Amsterdam,Netherlands,Hotel Blossoms City,1,45.62,https://www.agoda.com/en-gb/hotel-blossoms-city/hotel/amsterdam-nl.html,1.289883546572151
Anne Frank House,Amsterdam,Netherlands,Hotel Pontsteiger,1,304.02,https://www.agoda.com/en-gb/hotel-pontsteiger/hotel/amsterdam-nl.html,-1.6798278567605975
Anne Frank House,Amsterdam,Netherlands,Hotel Teun,3,172.41,https://www.agoda.com/en-gb/hotel-teun/hotel/amsterdam-nl.html,-0.1048538404723994
Anne Frank House,Amsterdam,Netherlands,Melrose Hotel,2,114.06,https://www.agoda.com/en-gb/melrose-hotel/hotel/amsterdam-nl.html,4.30945349851857
Anne Frank House,Amsterdam,Netherlands,Hotel Allure,1,55.76,https://www.agoda.com/en-gb/hotel-allure/hotel/amsterdam-nl.html,5.830832414653901
Anne Frank House,Amsterdam,Netherlands,citizenM Amstel Amsterdam,2,115.58,https://www.agoda.com/en-gb/citizenm-amstel-amsterdam/hotel/amsterdam-nl.html,-0.7425909491634461
Atomium,Brussels,Belgium,Hotel des deux gares,2,67.51,https://www.agoda.com/en-gb/hotel-des-deux-gares/hotel/brussels-be.html,-0.6717347636744776
Atomium,Brussels,Belgium,Qbic Hotel Brussels,2,166.8,https://www.agoda.com/en-gb/qbic-hotel-brussels/hotel/brussels-be.html,0.8450256684297318
Atomium,Brussels,Belgium,Floris Ustel Midi Hotel,1,151.73,https://www.agoda.com/en-gb/floris-ustel-midi-hotel/hotel/brussels-be.html,1.0943038384596122
Atomium,Brussels,Belgium,Ibis Styles Brussels Louise,2,46.71,https://www.agoda.com/en-ca/ibis-styles-brussels-louise_4/hotel/brussels-be.html,1.038924766913481
Atomium,Brussels,Belgium,Aqua Hotel Brussels,1,181.4,https://www.agoda.com/en-gb/aqua-hotel-brussels/hotel/brussels-be.html,0.797756978326249
Atomium,Brussels,Belgium,The Helmet Hotel,2,60.99,https://www.agoda.com/en-gb/the-helmet-hotel/hotel/brussels-be.html,-0.9391571959735772
Atomium,Brussels,Belgium,Boutique Hotel Saint-Gery,1,113.64,https://www.agoda.com/boutique-hotel-saint-gery/hotel/brussels-be.html,1.9520439655293635
Atomium,Brussels,Belgium,Hotel Mirabeau,3,82.36,https://www.agoda.com/en-gb/hotel-mirabeau/hotel/brussels-be.html,-2.4153975585357417
Atomium,Brussels,Belgium,Hotel City Center,1,58.03,https://www.agoda.com/en-gb/hotel-city-center/hotel/brussels-be.html,3.443207484032204
Atomium,Brussels,Belgium,Novotel Brussels off Grand Place,2,177.23,https://www.agoda.com/en-gb/novotel-brussels-off-grand-place_11/hotel/brussels-be.html,1.800274328889756
Atomium,Brussels,Belgium,Story' Inn,1,50.82,https://www.agoda.com/en-gb/story-inn/hotel/brussels-be.html,3.2487366960817354
Atomium,Brussels,Belgium,Hotel Le Berger,1,46.91,https://www.agoda.com/en-gb/hotel-le-berger/hotel/brussels-be.html,1.547319323986217
Atomium,Brussels,Belgium,Hotel Be Manos BW Premier Collection,1,96.6,https://www.agoda.com/en-gb/hotel-be-manos-bw-premier-collection/hotel/brussels-be.html,0.8669229521910455
Atomium,Brussels,Belgium,Hotel La Grande Cloche,1,124.06,https://www.agoda.com/en-gb/hotel-la-grande-cloche/hotel/brussels-be.html,0.3978293101911597
Atomium,Brussels,Belgium,Argus Hotel Brussels,1,88.18,https://www.agoda.com/en-gb/argus-hotel-brussels/hotel/brussels-be.html,1.6195715060241818
Atomium,Brussels,Belgium,Hotel Barry,2,78.19,https://www.agoda.com/en-gb/hotel-barry/hotel/brussels-be.html,1.328204617541325
Atomium,Brussels,Belgium,Hotel Izan Avenue Louise,1,76.24,https://www.agoda.com/en-gb/hotel-izan-avenue-louise/hotel/brussels-be.html,-4.718164321664518
Atomium,Brussels,Belgium,Courtyard Brussels,3,197.04,https://www.agoda.com/en-gb/courtyard-brussels/hotel/brussels-be.html,-0.5184070427036247
Atomium,Brussels,Belgium,Gosset Hotel,1,118.85,https://www.agoda.com/en-gb/gosset-hotel/hotel/brussels-be.html,1.9133449765794173
Atomium,Brussels,Belgium,Hilton Garden Inn Brussels City Centre,2,78.87,https://www.agoda.com/en-gb/hilton-garden-inn-brussels-city-centre_7/hotel/brussels-be.html,0.2543227037936065
Atomium,Brussels,Belgium,NH Brussels Stephanie,2,82.57,https://www.agoda.com/en-gb/nh-brussels-stephanie/hotel/brussels-be.html,3.89392039457391
Atomium,Brussels,Belgium,Hotel La Legende,1,99.04,https://www.agoda.com/en-gb/hotel-la-legende/hotel/brussels-be.html,0.6442448181345923
Atomium,Brussels,Belgium,"Marriott Executive Apartments Brussels, European Quarter",3,229.56,https://www.agoda.com/en-gb/marriott-executive-apartments-brussels-european-quarter/hotel/brussels-be.html,3.2237768822631305
Atomium,Brussels,Belgium,Hotel Berlaymont Brussels,1,108.26,https://www.agoda.com/en-gb/hotel-berlaymont-brussels/hotel/brussels-be.html,0.266531406532128
Atomium,Brussels,Belgium,Hotel onyx expo,1,103.22,https://www.agoda.com/en-gb/hotel-onyx-expo/hotel/brussels-be.html,0.7698194211951431
Basilica of St. Mark,Venice,Italy,Hotel Ca' Nobile Corner,1,160.74,https://www.agoda.com/en-gb/hotel-ca-nobile-corner/hotel/venice-it.html,1.000963403671138
Basilica of St. Mark,Venice,Italy,Hotel Mercure Venezia Marghera,1,74.34,https://www.agoda.com/en-gb/hotel-mercure-venezia-marghera_5/hotel/venice-it.html,1.3393911749507614
Basilica of St. Mark,Venice,Italy,NH Venezia Rio Novo,1,148.38,https://www.agoda.com/en-gb/nh-venezia-rio-novo/hotel/venice-it.html,3.036315106758772
Basilica of St. Mark,Venice,Italy,Hotel Antica Fenice,1,57.27,https://www.agoda.com/en-gb/hotel-antica-fenice/hotel/venice-it.html,1.5781841923125175
Basilica of St. Mark,Venice,Italy,Quality Hotel Delfino Venezia Mestre,1,40.19,https://www.agoda.com/en-gb/quality-hotel-delfino-venezia-mestre/hotel/venice-it.html,3.81019769181765
Basilica of St. Mark,Venice,Italy,Hotel Palazzo Priuli,1,152.76,https://www.agoda.com/en-gb/hotel-palazzo-priuli/hotel/venice-it.html,-1.5022116365225011
Basilica of St. Mark,Venice,Italy,Splendid Venice Venezia - Starhotels Collezione,1,281.3,https://www.agoda.com/en-gb/splendid-venice-venezia-starhotels-collezione/hotel/venice-it.html,4.509929382645458
Basilica of St. Mark,Venice,Italy,AC Hotel Venezia,2,104.48,https://www.agoda.com/en-gb/ac-hotel-venezia_3/hotel/venice-it.html,0.0996683784256094
Basilica of St. Mark,Venice,Italy,Hotel Bartolomeo,1,70.33,https://www.agoda.com/en-gb/hotel-bartolomeo/hotel/venice-it.html,0.905604586356236
Basilica of St. Mark,Venice,Italy,Hotel Bucintoro,1,120.55,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html,2.017630233472877
Basilica of St. Mark,Venice,Italy,Hotel San Cassiano - Residenza d'Epoca Ca' Favaretto,1,47.15,https://www.agoda.com/en-gb/hotel-san-cassiano-residenza-d-epoca-ca-favaretto/hotel/venice-it.html,-4.89201935999035
Basilica of St. Mark,Venice,Italy,Ai Cherubini,1,239.1,https://www.agoda.com/en-gb/ai-cherubini_3/hotel/venice-it.html,2.9218780856365507
Basilica of St. Mark,Venice,Italy,Antica Locanda Sturion Hotel,1,135.63,https://www.agoda.com/en-gb/antica-locanda-sturion-hotel/hotel/venice-it.html,2.385040504609575
Basilica of St. Mark,Venice,Italy,Hotel Ca' Zusto,1,85.24,https://www.agoda.com/en-gb/hotel-ca-zusto/hotel/venice-it.html,-3.598943587715652
Basilica of St. Mark,Venice,Italy,Hotel Piccola Fenice,1,110.51,https://www.agoda.com/en-gb/hotel-piccola-fenice/hotel/venice-it.html,2.130992538037616
Basilica of St. Mark,Venice,Italy,Hotel Apogia Sirio Venezia,1,54.57,https://www.agoda.com/en-gb/hotel-apogia-sirio-venezia/hotel/venice-it.html,-3.2536407980196644
Basilica of St. Mark,Venice,Italy,Best Western Hotel Bologna,1,75.85,https://www.agoda.com/en-gb/best-western-hotel-bologna/hotel/venice-it.html,3.4782175180351103
Basilica of St. Mark,Venice,Italy,Leonardo Royal Hotel Venice Mestre,1,71.0,https://www.agoda.com/en-gb/leonardo-royal-hotel-venice-mestre/hotel/venice-it.html,0.1218188733176725
Basilica of St. Mark,Venice,Italy,Venice Hotel Villa Dori,1,34.16,https://www.agoda.com/en-gb/venice-hotel-villa-dori/hotel/venice-it.html,1.6560133468711795
Basilica of St. Mark,Venice,Italy,Hotel Ca dei Conti,1,292.04,https://www.agoda.com/en-gb/hotel-ca-dei-conti/hotel/venice-it.html,-2.0324583542934582
Basilica of St. Mark,Venice,Italy,Hotel Falier,1,107.09,https://www.agoda.com/en-gb/hotel-falier/hotel/venice-it.html,1.520624596713525
Basilica of St. Mark,Venice,Italy,Hotel San Luca,1,98.45,https://www.agoda.com/en-gb/hotel-san-luca/hotel/venice-it.html,3.452541149887131
Basilica of St. Mark,Venice,Italy,Hotel Moresco,1,283.3,https://www.agoda.com/en-gb/hotel-moresco_6/hotel/venice-it.html,2.227968185024582
Basilica of St. Mark,Venice,Italy,Hotel Tivoli,1,98.9,https://www.agoda.com/en-gb/hotel-tivoli/hotel/venice-it.html,-0.7062833681238878
Basilica of St. Mark,Venice,Italy,Hotel Ala - Historical Places of Italy,1,120.55,https://www.agoda.com/en-gb/hotel-ala-historical-places-of-italy/hotel/venice-it.html,-1.1551387433165543
Basilica of St. Mark,Venice,Italy,Hotel Villa Adele,1,54.95,https://www.agoda.com/en-gb/hotel-villa-adele/hotel/venice-it.html,0.6517880622187127
Basilica of St. Mark,Venice,Italy,Axel Hotel Venezia - Adults Only,1,330.02,https://www.agoda.com/en-gb/axel-hotel-venezia-adults-only/hotel/venice-it.html,-4.526244506899535
Basilica of St. Mark,Venice,Italy,Pensione Accademia - Villa Maravege,1,190.88,https://www.agoda.com/en-gb/pensione-accademia-villa-maravege/hotel/venice-it.html,-1.2802743700410588
Basilica of St. Mark,Venice,Italy,Locanda Ca'Lucrezia,1,124.46,https://www.agoda.com/en-gb/locanda-ca-lucrezia_5/hotel/venice-it.html,2.334014345480188
Basilica of St. Mark,Venice,Italy,Staycity Aparthotels Venice Mestre,1,64.04,https://www.agoda.com/en-gb/staycity-aparthotels-venice-mestre/hotel/venice-it.html,2.15574359800833
Basilica of St. Mark,Venice,Italy,Hotel Villa Costanza,1,117.22,https://www.agoda.com/en-gb/hotel-villa-costanza/hotel/venice-it.html,-1.7128198578458684
Belém Tower,Lisbon,Portugal,Hotel Star inn Lisbon Airport,1,93.22,https://www.agoda.com/en-gb/hotel-star-inn-lisbon-airport_2/hotel/lisbon-pt.html,-0.4272086627775112
Belém Tower,Lisbon,Portugal,LX Boutique Hotel,1,126.67,https://www.agoda.com/en-gb/lx-boutique-hotel/hotel/lisbon-pt.html,0.4819238839884562
Belém Tower,Lisbon,Portugal,Turim Av Liberdade Hotel,1,92.79,https://www.agoda.com/en-gb/turim-av-liberdade-hotel/hotel/lisbon-pt.html,4.868179173239709
Belém Tower,Lisbon,Portugal,The Lift Boutique Hotel,1,254.49,https://www.agoda.com/en-gb/the-lift-boutique-hotel_2/hotel/lisbon-pt.html,-2.1573331315484543
Belém Tower,Lisbon,Portugal,Sana Rex Hotel,1,98.0,https://www.agoda.com/en-gb/sana-rex-hotel/hotel/lisbon-pt.html,0.1136020426990706
Belém Tower,Lisbon,Portugal,My Story Hotel Ouro,1,123.77,https://www.agoda.com/en-gb/my-story-hotel-ouro/hotel/lisbon-pt.html,2.7833608751171277
Belém Tower,Lisbon,Portugal,Clarion Suites Lisbon Lisbon,1,75.16,https://www.agoda.com/en-gb/clarion-suites-lisbon-lisbon/hotel/lisbon-pt.html,2.0858905796113265
Belém Tower,Lisbon,Portugal,AlmaLusa Baixa Chiado,1,236.45,https://www.agoda.com/en-gb/almalusa-baixa-chiado/hotel/lisbon-pt.html,3.066380149609841
Belém Tower,Lisbon,Portugal,Solar Dos Mouros,1,104.25,https://www.agoda.com/en-gb/solar-dos-mouros/hotel/lisbon-pt.html,1.558457776745699
Belém Tower,Lisbon,Portugal,Holiday Inn Express Lisbon - Plaza Saldanha,1,89.14,https://www.agoda.com/en-gb/holiday-inn-express-lisbon-plaza-saldanha/hotel/lisbon-pt.html,0.9085227874250176
Belém Tower,Lisbon,Portugal,Tryp Oriente Hotel,1,104.25,https://www.agoda.com/en-gb/tryp-oriente-hotel/hotel/lisbon-pt.html,2.2620415559450757
Belém Tower,Lisbon,Portugal,Esqina Cosmopolitan Lodge,1,127.81,https://www.agoda.com/en-gb/esqina-cosmopolitan-lodge/hotel/lisbon-pt.html,-3.385319242126554
Belém Tower,Lisbon,Portugal,Hotel Americano Rossio,1,80.8,https://www.agoda.com/en-gb/hotel-americano-rossio/hotel/lisbon-pt.html,0.1851695306538982
Belém Tower,Lisbon,Portugal,Hotel Zenit Lisboa,1,78.82,https://www.agoda.com/en-gb/hotel-zenit-lisboa/hotel/lisbon-pt.html,3.723433927649726
Bernese Oberland,Bern,Switzerland,Bed & Breakfast Villa Alma,1,82.28,https://www.agoda.com/en-au/bed-breakfast-villa-alma/hotel/bern-ch.html,2.730058685640675
Bernese Oberland,Bern,Switzerland,Hotel Waldhorn,1,151.69,https://www.agoda.com/en-gb/hotel-waldhorn/hotel/bern-ch.html,-1.219722629447904
Bernese Oberland,Bern,Switzerland,Unique Hotel Innere Enge,2,98.2,http://www.booking.com/hotel/ch/innere-enge.en-gb.html,1.9546869607478696
Blarney Castle,Cork,Ireland,Rochestown Park Hotel,1,42.23,http://www.booking.com/hotel/ie/rochestownpark.en-gb.html,-0.235845102533014
Brandenburg Gate,Berlin,Germany,Europaische Akademie Berlin,1,80.56,https://www.agoda.com/en-gb/europaische-akademie-berlin/hotel/berlin-de.html,-3.608038178673773
Brandenburg Gate,Berlin,Germany,Scandic Berlin Potsdamer Platz,1,109.72,https://www.agoda.com/en-gb/scandic-berlin-potsdamer-platz/hotel/berlin-de.html,4.044423712653504
Brandenburg Gate,Berlin,Germany,Novotel Suites Berlin City Potsdamer Platz,2,125.31,https://www.agoda.com/en-gb/novotel-suites-berlin-city-potsdamer-platz/hotel/berlin-de.html,2.3810791848782284
Brandenburg Gate,Berlin,Germany,KPM Hotel & Residences,2,125.24,https://www.agoda.com/en-gb/kpm-hotel-residences/hotel/berlin-de.html,4.527803204314435
Brandenburg Gate,Berlin,Germany,Hotel Panorama,1,64.13,https://www.agoda.com/en-gb/hotel-panorama/hotel/berlin-de.html,-2.5028604538904786
Brandenburg Gate,Berlin,Germany,Novum Hotel Franke Berlin am Kurfuerstendamm,1,87.82,https://www.agoda.com/en-gb/novum-hotel-franke-berlin-am-kurfuerstendamm/hotel/berlin-de.html,-0.6489455894803697
Brandenburg Gate,Berlin,Germany,The Weinmeister Berlin-Mitte - Adults Only,1,50.23,http://www.booking.com/hotel/de/the-weinmeister.en-gb.html,-3.497453523840697
